,airport,lon,lat,coutry,sub
983,RJAA,140.3860015869,35.7647018433,JP,Chiba
984,CYKX,-79.9813995361,48.2103004456,CA,Ontario
985,CSM5,-73.993598938,46.6808013916,CA,Quebec
986,TX32,-97.2433333333333,33.3763888888889,US,Texas
987,KBMG,-86.6166804722222,39.1460208333333,US,Indiana
988,KISP,-73.1006650555556,40.7961356944444,US,New York
989,KAUS,-97.6698761111111,30.1945272222222,US,Texas
990,KDTW,-83.3533888888889,42.2124444444445,US,Michigan
991,KTIX,-80.7992222222222,28.5148055555556,US,Florida
992,CNQ3,-79.3246994019,42.9791984558,CA,Ontario
993,PA05,,,,
994,CRM4,,,,
995,CST3,-74.1340041161,45.3903282887,CA,Quebec
996,CYXR,-79.8473453522,47.6974006546,CA,Ontario
997,KSGF,-93.3886388888889,37.2456666666667,US,Missouri
998,KCHA,-85.2035555555556,35.0351944444444,US,Tennessee
999,FL59,-81.7103597222222,26.643405,US,Florida
1000,LPBJ,-7.9324002266,38.0788993835,PT,Beja
1001,KJEF,-92.1561447222222,38.5911736111111,US,Missouri
1002,KACY,-74.5771666666667,39.4575833333333,US,New Jersey
1003,KMCO,-81.309,28.4293888888889,US,Florida
1004,CYCD,-123.8700027466,49.0522994995,CA,British Columbia
1005,KSAT,-98.4690569444444,29.5339583333333,US,Texas
1006,KHYA,-70.2803591666667,41.6693372222222,US,Massachusetts
1007,KLCK,-82.9278055555556,39.8137777777778,US,Ohio
1008,8OI3,-80.6689663888889,41.3733888888889,US,Ohio
1009,CNL8,-79.8788986206,44.6553001404,CA,Ontario
1010,0TS2,,,,
1011,VT42,-72.6070583333333,44.5125527777778,US,Vermont
1012,CTH8,,,,
1013,EGBB,-1.7480299473,52.4538993835,GB,England
1014,CNL3,-75.7502975464,44.6394004822,CA,Ontario
1015,KU77,,,,
1016,KMRB,-77.983,39.4023577777778,US,West Virginia
1017,FD57,-80.4164411111111,27.46976,US,Florida
1018,24CT,-71.9668833333333,41.5668861111111,US,Connecticut
1019,CFF9,-112.7779998779,53.0313987732,CA,Alberta
1020,24ME,-70.4427777777778,43.8222222222222,US,Maine
1021,CYTR,-77.5280990601,44.1189002991,CA,Ontario
1022,KLGA,-73.8726111111111,40.77725,US,New York
1023,5CT7,-72.2961944444444,41.3023333333333,US,Connecticut
1024,VT46,-73.28652,44.8719855555556,US,Vermont
1025,MI39,-85.8391083333333,42.8522361111111,US,Michigan
1026,CSX5,-73.1994018555,45.4719009399,CA,Quebec
1027,LFVP,-56.1730995178,46.7629013062,PM,
1028,4FA3,-82.1178697222222,26.6434066666667,US,Florida
1029,CSS4,-72.818901062,45.6324996948,CA,Quebec
1030,2CN8,-117.151388888889,34.3041666666667,US,California
1031,KDXR,-73.4821894444444,41.3715344444444,US,Connecticut
1032,IN58,-86.2629236111111,39.5013347222222,US,Indiana
1033,KOKV,-78.1444444444444,39.1435277777778,US,Virginia
1034,CPV4,-80.0136208534,44.1439218832,CA,Ontario
1035,KFAR,-96.81575,46.9206388888889,US,North Dakota
1036,LL61,,,,
1037,08FA,-81.4836886111111,26.5797947222222,US,Florida
1038,KHFD,-72.6494444444445,41.7367222222222,US,Connecticut
1039,CYSZ,-66.5291976929,49.120300293,CA,Quebec
1040, 17AR,,,,
1041,CSN5,-71.7944030762,45.0155982971,CA,Quebec
1042,NY09,,,,
1043,CCM3,-66.1606140137,47.1910552979,CA,New Brunswick
1044,CT48,-71.9253505555556,41.4367652777778,US,Connecticut
1045,KBED,-71.289,42.4699444444444,US,Massachusetts
1046,ENBR,5.2181401253,60.2933998108,NO,Hordaland
1047,KSYR,-76.1063055555556,43.1111944444444,US,New York
1048,CLA6,-74.361000061,45.2004013062,CA,Ontario
1049,KPIE,-82.68651,27.9086336111111,US,Florida
1050,KVJI,-82.0333266944444,36.6871025277778,US,Virginia
1051,LFLM,4.7957701683,46.2951011658,FR,Bourgogne-Franche-Comte
1052,CKR4,-98.0567016602,50.7033004761,CA,Manitoba
1053,KMDT,-76.7626191666667,40.1931916666667,US,Pennsylvania
1054,KBKL,-81.6826388888889,41.5178611111111,US,Ohio
1055,LMML,14.4775,35.857498,MT,Luqa
1056,CCQ3,-63.4606018066,45.418598175,CA,Nova Scotia
1057,EBBR,4.4844398499,50.9014015198,BE,Flanders
1058,KDDH,-73.2460833333333,42.8911944444444,US,Vermont
1059,KSAN,-117.189663333333,32.7335627777778,US,California
1060,CMF2,-113.738236427,53.1846546068,CA,Alberta
1061,LFMY,5.1092500687,43.6063995361,FR,Provence-Alpes-Cote-d'Azur
1062,KTEB,-74.0608333333333,40.8501111111111,US,New Jersey
1063,KRDG,-75.9652472222222,40.3784986111111,US,Pennsylvania
1064,LPFR,-7.9659099579,37.0144004822,PT,Faro
1065,01FL,-81.1592277777778,28.7819361111111,US,Florida
1066,20KY,-84.6711111111111,38.8169444444444,US,Kentucky
1067,KIND,-86.2946388888889,39.7173055555556,US,Indiana
1068,MMHC,-97.4198989868,18.4972000122,MX,Puebla
1069,LGMK,25.3481006622,37.4351005554,GR,South Aegean
1070,02AR,-93.6965,34.1169444444444,US,Arkansas
1071,EDDS,9.2219600677,48.6898994446,DE,Baden-Württemberg
1072,OMDB,55.3643989563,25.2527999878,AE,Dubai
1073,KLOT,-88.0963897222222,41.6080969444444,US,Illinois
1074,CSC3,-72.3946990967,45.8452987671,CA,Quebec
1075,KPDX,-122.596869416667,45.5887088611111,US,Oregon
1076,FA69,-80.6372791666667,26.5878475,US,Florida
1077,VT63,,,,
1078,CNP7,-75.3114089966,44.8421783447,CA,Ontario
1079,CCP3,-75.2450027466,46.6610984802,CA,Quebec
1080,KMLB,-80.64525,28.10275,US,Florida
1081,CYZD,-79.4655990601,43.7425003052,CA,Ontario
1082,LFKL,4.6977801323,45.7117004395,FR,Auvergne-Rhone-Alpes
1083,UT13,,,,
1084,56NC,-82.0319444444444,35.2066666666667,US,North Carolina
1085,MA36,-70.8529666666667,42.6664825,US,Massachusetts
1086,ETAR,7.600279808,49.4369010925,DE,Rheinland-Pfalz
1087,KSDM,-116.980166666667,32.5722777777778,US,California
1088,CKD8,-78.8892602921,44.5399876549,CA,Ontario
1089,LD57,15.1632003784,44.2099990845,HR,Zadarska
1090,KMLI,-90.5075277777778,41.4482777777778,US,Illinois
1091,CYYJ,-123.4260025024,48.646900177,CA,British Columbia
1092, CYYZ,,,,
1093,KOCF,-82.2241146388889,29.1718767777778,US,Florida
1094,14MI,,,,
1095,VT64,,,,
1096,CNA3,-79.7316970825,44.4063987732,CA,Ontario
1097,KSRQ,-82.5543888888889,27.3954444444444,US,Florida
1098,94NY,-76.6913372222222,42.8250686111111,US,New York
1099,KMGJ,-74.2635391666667,41.5118116666667,US,New York
1100, KOSU,,,,
1101,KLSE,-91.2566336111111,43.8792656666667,US,Wisconsin
1102,SC33,,,,
1103,KK32,,,,
1104,DE49,,,,
1105,CYEE,-79.9282989502,44.6833000183,CA,Ontario
1106, KDFW,,,,
1107, CYOW,,,,
1108,KCOS,-104.700776388889,38.8058166666667,US,Colorado
1109,OERK,46.6987991333,24.9575996399,SA,
1110,CNE4,-80.793296814,48.7416992188,CA,Ontario
1111,49OH,-83.2363986111111,39.9354513888889,US,Ohio
1112,KAPA,-104.849293055556,39.5701186111111,US,Colorado
1113,CYVO,-77.7827987671,48.0532989502,CA,Quebec
1114,6FL3,-81.5670222222222,26.9372811111111,US,Florida
1115,TS53,,,,
1116,LTFM,28.752,41.275333,TR,Istanbul
1117,LEZG,-1.0415500402,41.6661987305,ES,Aragon
1118,CNF8,-78.9725036621,45.3144454956,CA,Ontario
1119,71NC,-79.4497222222222,36.2633333333333,US,North Carolina
1120,CT32,-71.8345152777778,41.5353766666667,US,Connecticut
1121,KPMP,-80.1112075,26.2474005555556,US,Florida
1122,CPJ5,-77.5616989136,44.2414016724,CA,Ontario
1123,CSY4,-74.1813964844,46.3058013916,CA,Quebec
1124,MMPB,-98.3713989258,19.1581001282,MX,Puebla
1125,KUGN,-87.8679161111111,42.4221486111111,US,Illinois
1126,CYSH,-75.9405975342,44.9458007813,CA,Ontario
1127,FL35,-82.4877777777778,28.175,US,Florida
1128,EGSC,0.174999997,52.2050018311,GB,England
1129,KTNT,-80.897,25.8618055555556,US,Florida
1130,VT26,-73.3067975,44.6344897222222,US,Vermont
1131,4FL3,-80.6661675,27.7416958333333,US,Florida
1132,BIKF,-22.6056003571,63.9850006104,IS,Southern Peninsula
1133,CNT7,-77.1391983032,43.989200592,CA,Ontario
1134,KSBY,-75.5094780555556,38.3401894444444,US,Maryland
1135,KAVQ,-111.218388888889,32.4095555555556,US,Arizona
1136,LPAR,-9.0300998688,38.8833007813,PT,Lisbon
1137,KAPF,-81.7756391944444,26.1524408055556,US,Florida
1138,MPRH,-80.128333,8.373333,PA,Coclé
1139,KDAL,-96.8508766666667,32.8459447222222,US,Texas
1140,CYSJ,-65.890296936,45.3161010742,CA,New Brunswick
1141,CPS2,-78.1072568893,44.251470223,CA,Ontario
1142,CYSG,-70.7146987915,46.0964012146,CA,Quebec
1143,KFDK,-77.3747322222222,39.4170211111111,US,Maryland
1144,KSPG,-82.6269738888889,27.7651138888889,US,Florida
1145,VG00,,,,
1146,CNZ8,-79.5991973877,43.1599998474,CA,Ontario
1147,75MN,-93.7141166666667,44.1866333333333,US,Minnesota
1148,MI72,,,,
1149,KOJC,-94.7375838888889,38.8475977777778,US,Kansas
1150,EGHI,-1.3567999601,50.9502983093,GB,England
1151,0NK8,,,,
1152,KFLL,-80.1496944444444,26.0716666666667,US,Florida
1153,CSD3,-74.1414031982,45.2083015442,CA,Quebec
1154,SAEZ,-58.5358,-34.8222,AR,Buenos-Aires
1155,CYHM,-79.9349975586,43.1735992432,CA,Ontario
1156,FD74,-80.9022825,28.0658511111111,US,Florida
1157,KFFO,-84.0461028333333,39.8259705277778,US,Ohio
1158,CYJN,-73.2810974121,45.2943992615,CA,Quebec
1159,NC37,-79.8411469444444,36.3401363888889,US,North Carolina
1160,KBAK,-85.8963388888889,39.261915,US,Indiana
1161,LBSF,23.4114360809,42.6966934204,BG,Sofia-Capital
1162,KHVN,-72.8877291666667,41.2637247222222,US,Connecticut
1163, 14MI,,,,
1164,MN77,-96.7156336111111,46.9235736111111,US,Minnesota
1165,GA43,-81.4266666666667,32.3213888888889,US,Georgia
1166,CYKZ,-79.3700027466,43.8622016907,CA,Ontario
1167,CYVK,-119.3310012817,50.2481002808,CA,British Columbia
1168,KCDW,-74.2813502777778,40.8752247222222,US,New Jersey
1169,1FD4,-81.6073030555555,26.4453566666667,US,Florida
1170,CSJ4,-72.9044036865,46.2461013794,CA,Quebec
1171,78ME,-70.2591666666667,43.7530555555556,US,Maine
1172,1TE2,,,,
1173,KBWG,-86.4196666666667,36.9645277777778,US,Kentucky
1174,CNS4,-74.6257247925,45.3306999207,CA,Ontario
1175,2NK3,-72.2665638888889,41.1516861111111,US,New York
1176,CYSB,-80.7988967896,46.625,CA,Ontario
1177,KFGX,-83.7433766666667,38.5418172222222,US,Kentucky
1178,CYSU,-63.8335990906,46.4406013489,CA,Prince Edward Island
1179,KBMI,-88.9159166666667,40.4771111111111,US,Illinois
1180,47FD,-81.7706388888889,26.6628488888889,US,Florida
1181,KFFT,-84.9067497777778,38.1817316944444,US,Kentucky
1182,CPG5,-74.5488967896,45.5828018188,CA,Ontario
1183,CYZR,-82.3088989258,42.9994010925,CA,Ontario
1184,LSMP,6.9150600433,46.8432006836,CH,Vaud
1185,KSVN,-81.1459877777778,32.0100202777778,US,Georgia
1186,LFMF,6.7027797699,43.6088981628,FR,Provence-Alpes-Cote-d'Azur
1187,KTPA,-82.53325,27.9754722222222,US,Florida
1188,MDPC,-68.3634033203,18.5673999786,DO,La Altagracia
1189,KAPC,-122.280687222222,38.2131891666667,US,California
1190,61OH,-81.2095455555556,41.1981116666667,US,Ohio
1191,KDCA,-77.0377213888889,38.8514402777778,US,Dist. Of Columbia
1192,KIAD,-77.4599444444444,38.9474444444444,US,Dist. Of Columbia
1193,CPR5,-80.8218669891,43.1082677518,CA,Ontario
1194,42II,,,,
1195,25GA,-84.6629888888889,33.6595538888889,US,Georgia
1196,CPD4,-81.2332992554,43.75,CA,Ontario
1197,HECA,31.4055995941,30.1219005585,EG,Cairo
1198,PA53,-75.5282402777778,41.6270261111111,US,Pennsylvania
1199,CEQ3,-112.8160018921,53.0402984619,CA,Alberta
1200,OMAA,54.6511001587,24.4330005646,AE,Abu Dhabi
1201,CYYG,-63.1211013794,46.2900009155,CA,Prince Edward Island
1202,FL95,-80.45283,27.7086411111111,US,Florida
1203,4NY0,-73.5462477777778,44.6689319444444,US,New York
1204,CLC2,-81.1256027222,43.0682983398,CA,Ontario
1205,KVRB,-80.4179444444444,27.6555555555556,US,Florida
1206,KPSM,-70.8232777777778,43.0779444444444,US,New Hampshire
1207,7PS7,,,,
1208,4KS1,-95.0330227777778,38.6852875,US,Kansas
1209,4TE6,-97.7951638888889,31.8388166666667,US,Texas
1210,71ME,-70.6011111111111,43.9669444444444,US,Maine
1211,YSSY,151.1770019531,-33.9460983276,AU,New South Wales
1212,EGTE,-3.4138898849,50.7344017029,GB,England
1213,CYKA,-120.4440002441,50.7022018433,CA,British Columbia
1214,TXKF,-64.6787033081,32.3639984131,BM,Saint-Georgeʼs
1215,MA80,-72.8142627777778,42.1198147222222,US,Massachusetts
1216,MA88,-72.9309311111111,42.3900869444444,US,Massachusetts
1217,VT15,-73.2459638888889,44.7039330555556,US,Vermont
1218,KI67,-84.7743055555556,39.2592686111111,US,Ohio
1219,KBCT,-80.1076963888889,26.3784855555556,US,Florida
1220,EGCN,-1.0106563568,53.4805378105,GB,England
1221,9WS2,,,,
1222,VG22,-78.8935583333333,37.8788194444444,US,Virginia
1223,K0I8,-84.2833444444444,38.3661638888889,US,Kentucky
1224,KLBE,-79.4103255555556,40.2731005,US,Pennsylvania
1225,KFTW,-97.36245,32.8197702777778,US,Texas
1226,KMHT,-71.43575,42.9328055555556,US,New Hampshire
1227,SC43,-82.3990122222222,34.5937258333333,US,South Carolina
1228,GA53,-84.3718705555555,33.8151047222222,US,Georgia
1229,65LA,-90.0222927777778,29.8660394444444,US,Louisiana
1230,EGNT,-1.6916699409,55.0374984741,GB,England
1231,KHWO,-80.2407222222222,26.0012222222222,US,Florida
1232,KAXQ,-79.4421666666667,41.2249444444444,US,Pennsylvania
1233,LEGE,2.7605500221,41.9010009766,ES,Catalonia
