airport,freq,lon,lat,continent,country,sub,city
59NC,1,-227.01108969408594,68.25229028413581,America,United States of America,North Carolina,Gibsonville
KOAK,5,70.31809790138614,352.01602929113574,America,United States of America,California,Oakland
KOPF,240,-301.0832012111219,21.271573854343576,America,United States of America,Florida,Miami
7MI8,1,17.31480962750423,176.99280375055477,America,United States of America,Michigan,Vassar
UKKM,1,270.5004176301688,93.03453643095048,Europe,Ukraine,Kyiv,Kiev
MPMG,47,-356.18645047286486,9.954864444716105,America,Panama,Panama,Albrook
KCGF,6,-116.67031404408245,140.01872995845935,America,United States of America,Ohio,Cleveland
KFLL,1738,-345.96098118227036,-26.90832338485377,America,United States of America,Florida,Fort Lauderdale
KEWB,23,-89.66269657400325,-166.87801984153847,America,United States of America,Massachusetts,New Bedford
49OH,1,-125.00133140653986,169.51227437848772,America,United States of America,Ohio,West Jefferson
FD25,1,-279.47624288854706,78.54954312858267,America,United States of America,Florida,Vero Beach
K0I8,1,-185.80450055455887,179.5512198739958,America,United States of America,Kentucky,Cynthiana
KFWN,1,-146.48605299851562,-70.34357783447435,America,United States of America,New Jersey,Sussex
KCRG,2,-272.0252540616056,135.55343718976962,America,United States of America,Florida,Jacksonville
KMDW,146,-47.352892415546634,282.0059235443777,America,United States of America,Illinois,Chicago
